Name,Year,DOI,DOI-URL,Accessible
Journal of medicinal chemistry,1959,10.1021/jm50005a001,https://doi.org/10.1021/jm50005a001,False
Journal of medicinal chemistry,1960,10.1021/jm50009a001,https://doi.org/10.1021/jm50009a001,False
Journal of medicinal chemistry,1961,10.1021/jm50015a009,https://doi.org/10.1021/jm50015a009,False
Journal of medicinal chemistry,1962,10.1021/jm01238a031,https://doi.org/10.1021/jm01238a031,False
Journal of medicinal chemistry,1963,10.1021/jm00342a040,https://doi.org/10.1021/jm00342a040,False
Journal of medicinal chemistry,1964,10.1021/jm00331a027,https://doi.org/10.1021/jm00331a027,False
Journal of medicinal chemistry,1965,10.1021/jm00325a006,https://doi.org/10.1021/jm00325a006,False
Journal of medicinal chemistry,1966,10.1021/jm00323a039,https://doi.org/10.1021/jm00323a039,False
Journal of medicinal chemistry,1967,10.1021/jm00313a023,https://doi.org/10.1021/jm00313a023,False
Journal of medicinal chemistry,1968,10.1021/jm00309a052,https://doi.org/10.1021/jm00309a052,False
Journal of medicinal chemistry,1969,10.1021/jm00301a046,https://doi.org/10.1021/jm00301a046,False
Journal of medicinal chemistry,1970,10.1021/jm00298a039,https://doi.org/10.1021/jm00298a039,False
Journal of medicinal chemistry,1971,10.1021/jm00288a001,https://doi.org/10.1021/jm00288a001,False
Journal of medicinal chemistry,1972,10.1021/jm00275a037,https://doi.org/10.1021/jm00275a037,False
Journal of medicinal chemistry,1973,10.1021/jm00265a023,https://doi.org/10.1021/jm00265a023,False
Journal of medicinal chemistry,1974,10.1021/jm00255a006,https://doi.org/10.1021/jm00255a006,False
Journal of medicinal chemistry,1975,10.1021/jm00245a013,https://doi.org/10.1021/jm00245a013,False
Journal of medicinal chemistry,1976,10.1021/jm00229a021,https://doi.org/10.1021/jm00229a021,False
Journal of medicinal chemistry,1977,10.1021/jm00215a020,https://doi.org/10.1021/jm00215a020,False
Journal of medicinal chemistry,1978,10.1021/jm00205a005,https://doi.org/10.1021/jm00205a005,False
Journal of medicinal chemistry,1979,10.1021/jm00194a008,https://doi.org/10.1021/jm00194a008,False
Journal of medicinal chemistry,1980,10.1021/jm00186a700,https://doi.org/10.1021/jm00186a700,False
Journal of medicinal chemistry,1981,10.1021/jm00133a012,https://doi.org/10.1021/jm00133a012,False
Journal of medicinal chemistry,1982,10.1021/jm00344a017,https://doi.org/10.1021/jm00344a017,False
Journal of medicinal chemistry,1983,10.1021/jm00361a008,https://doi.org/10.1021/jm00361a008,False
Journal of medicinal chemistry,1984,10.1021/jm00368a016,https://doi.org/10.1021/jm00368a016,False
Journal of medicinal chemistry,1985,10.1021/jm00147a038,https://doi.org/10.1021/jm00147a038,False
Journal of medicinal chemistry,1986,10.1021/jm00158a040,https://doi.org/10.1021/jm00158a040,False
Journal of medicinal chemistry,1987,10.1021/jm00394a033,https://doi.org/10.1021/jm00394a033,False
Journal of medicinal chemistry,1988,10.1021/jm00400a017,https://doi.org/10.1021/jm00400a017,False
Journal of medicinal chemistry,1989,10.1021/jm00122a001,https://doi.org/10.1021/jm00122a001,False
Journal of medicinal chemistry,1990,10.1021/jm00163a068,https://doi.org/10.1021/jm00163a068,False
Journal of medicinal chemistry,1991,10.1021/jm00112a044,https://doi.org/10.1021/jm00112a044,False
Journal of medicinal chemistry,1992,10.1021/jm00098a018,https://doi.org/10.1021/jm00098a018,False
Journal of medicinal chemistry,1993,10.1021/jm00070a003,https://doi.org/10.1021/jm00070a003,False
Journal of medicinal chemistry,1994,10.1021/jm00041a025,https://doi.org/10.1021/jm00041a025,False
Journal of medicinal chemistry,1995,10.1021/jm00006a019,https://doi.org/10.1021/jm00006a019,False
