Name,Year,DOI,DOI-URL,Accessible
Industrial & Engineering Chemistry,1923,10.1021/ie50168a042,https://doi.org/10.1021/ie50168a042,False
Industrial & Engineering Chemistry,1924,10.1021/ie50169a022,https://doi.org/10.1021/ie50169a022,False
Industrial & Engineering Chemistry,1925,10.1021/ie50182a047,https://doi.org/10.1021/ie50182a047,False
Industrial & Engineering Chemistry,1926,10.1021/ie50204a045,https://doi.org/10.1021/ie50204a045,False
Industrial & Engineering Chemistry,1927,10.1021/ie50216a026,https://doi.org/10.1021/ie50216a026,False
Industrial & Engineering Chemistry,1928,10.1021/ie50218a040,https://doi.org/10.1021/ie50218a040,False
Industrial & Engineering Chemistry,1929,10.1021/ie50234a007,https://doi.org/10.1021/ie50234a007,False
Industrial & Engineering Chemistry,1930,10.1021/ie50249a021,https://doi.org/10.1021/ie50249a021,False
Industrial & Engineering Chemistry,1931,10.1021/ie50258a031,https://doi.org/10.1021/ie50258a031,False
Industrial & Engineering Chemistry,1932,10.1021/ie50271a030,https://doi.org/10.1021/ie50271a030,False
Industrial & Engineering Chemistry,1933,10.1021/ie50287a009,https://doi.org/10.1021/ie50287a009,False
Industrial & Engineering Chemistry,1934,10.1021/ie50300a015,https://doi.org/10.1021/ie50300a015,False
Industrial & Engineering Chemistry,1935,10.1021/ie50309a025,https://doi.org/10.1021/ie50309a025,False
Industrial & Engineering Chemistry,1936,10.1021/ie50321a003,https://doi.org/10.1021/ie50321a003,False
Industrial & Engineering Chemistry,1937,10.1021/ie50330a004,https://doi.org/10.1021/ie50330a004,False
Industrial & Engineering Chemistry,1938,10.1021/ie50342a013,https://doi.org/10.1021/ie50342a013,False
Industrial & Engineering Chemistry,1939,10.1021/ie50354a028,https://doi.org/10.1021/ie50354a028,False
Industrial & Engineering Chemistry,1940,10.1021/ie50361a003,https://doi.org/10.1021/ie50361a003,False
Industrial & Engineering Chemistry,1941,10.1021/ie50374a001,https://doi.org/10.1021/ie50374a001,False
Industrial & Engineering Chemistry,1942,10.1021/ie50388a016,https://doi.org/10.1021/ie50388a016,False
Industrial & Engineering Chemistry,1943,10.1021/ie50406a600,https://doi.org/10.1021/ie50406a600,False
Industrial & Engineering Chemistry,1944,10.1021/ie50411a012,https://doi.org/10.1021/ie50411a012,False
Industrial & Engineering Chemistry,1945,10.1021/ie50430a019,https://doi.org/10.1021/ie50430a019,False
Industrial & Engineering Chemistry,1946,10.1021/ie50441a023,https://doi.org/10.1021/ie50441a023,False
Industrial & Engineering Chemistry,1947,10.1021/ie50449a027,https://doi.org/10.1021/ie50449a027,False
Industrial & Engineering Chemistry,1948,10.1021/ie50457a032,https://doi.org/10.1021/ie50457a032,False
Industrial & Engineering Chemistry,1949,10.1021/i650473a758,https://doi.org/10.1021/i650473a758,False
Industrial & Engineering Chemistry,1950,10.1021/ie50484a039,https://doi.org/10.1021/ie50484a039,False
Industrial & Engineering Chemistry,1951,10.1021/ie50501a005,https://doi.org/10.1021/ie50501a005,False
Industrial & Engineering Chemistry,1952,10.1021/ie50515a049,https://doi.org/10.1021/ie50515a049,False
Industrial & Engineering Chemistry,1953,10.1021/ie50519a022,https://doi.org/10.1021/ie50519a022,False
Industrial & Engineering Chemistry,1954,10.1021/ie50534a052,https://doi.org/10.1021/ie50534a052,False
Industrial & Engineering Chemistry,1955,10.1021/ie50549a012,https://doi.org/10.1021/ie50549a012,False
Industrial & Engineering Chemistry,1956,10.1021/ie50557a031,https://doi.org/10.1021/ie50557a031,False
Industrial & Engineering Chemistry,1957,10.1021/i650576a784,https://doi.org/10.1021/i650576a784,False
Industrial & Engineering Chemistry,1958,10.1021/i650581a713,https://doi.org/10.1021/i650581a713,False
Industrial & Engineering Chemistry,1959,10.1021/i651396a737,https://doi.org/10.1021/i651396a737,False
Industrial & Engineering Chemistry,1960,10.1021/i650611a705,https://doi.org/10.1021/i650611a705,False
Industrial & Engineering Chemistry,1961,10.1021/i650620a700,https://doi.org/10.1021/i650620a700,False
Industrial & Engineering Chemistry,1962,10.1021/ie50627a006,https://doi.org/10.1021/ie50627a006,False
Industrial & Engineering Chemistry,1963,10.1021/ie50638a002,https://doi.org/10.1021/ie50638a002,False
Industrial & Engineering Chemistry,1964,10.1021/ie50652a613,https://doi.org/10.1021/ie50652a613,False
Industrial & Engineering Chemistry,1965,10.1021/ie50669a006,https://doi.org/10.1021/ie50669a006,False
Industrial & Engineering Chemistry,1966,10.1021/ie50676a004,https://doi.org/10.1021/ie50676a004,False
Industrial & Engineering Chemistry,1967,10.1021/ie51403a006,https://doi.org/10.1021/ie51403a006,False
Industrial & Engineering Chemistry,1968,10.1021/ie50698a011,https://doi.org/10.1021/ie50698a011,False
Industrial & Engineering Chemistry,1969,10.1021/ie50718a010,https://doi.org/10.1021/ie50718a010,False
Industrial & Engineering Chemistry,1970,10.1021/ie50727a014,https://doi.org/10.1021/ie50727a014,False
