Name,Year,DOI,DOI-URL,Accessible
Industrial & engineering chemistry research,1962,,https://doi.org/none,False
Industrial & engineering chemistry research,1963,,https://doi.org/none,False
Industrial & engineering chemistry research,1964,,https://doi.org/none,False
Industrial & engineering chemistry research,1965,,https://doi.org/none,False
Industrial & engineering chemistry research,1966,,https://doi.org/none,False
Industrial & engineering chemistry research,1967,,https://doi.org/none,False
Industrial & engineering chemistry research,1968,,https://doi.org/none,False
Industrial & engineering chemistry research,1969,,https://doi.org/none,False
Industrial & engineering chemistry research,1970,,https://doi.org/none,False
Industrial & engineering chemistry research,1971,,https://doi.org/none,False
Industrial & engineering chemistry research,1972,,https://doi.org/none,False
Industrial & engineering chemistry research,1973,,https://doi.org/none,False
Industrial & engineering chemistry research,1974,,https://doi.org/none,False
Industrial & engineering chemistry research,1975,,https://doi.org/none,False
Industrial & engineering chemistry research,1976,,https://doi.org/none,False
Industrial & engineering chemistry research,1977,,https://doi.org/none,False
Industrial & engineering chemistry research,1978,,https://doi.org/none,False
Industrial & engineering chemistry research,1979,,https://doi.org/none,False
Industrial & engineering chemistry research,1980,,https://doi.org/none,False
Industrial & engineering chemistry research,1981,,https://doi.org/none,False
Industrial & engineering chemistry research,1982,,https://doi.org/none,False
Industrial & engineering chemistry research,1983,,https://doi.org/none,False
Industrial & engineering chemistry research,1984,,https://doi.org/none,False
Industrial & engineering chemistry research,1985,,https://doi.org/none,False
Industrial & engineering chemistry research,1986,,https://doi.org/none,False
Industrial & engineering chemistry research,1987,10.1021/ie00064a007,https://doi.org/10.1021/ie00064a007,False
Industrial & engineering chemistry research,1988,10.1021/ie00084a008,https://doi.org/10.1021/ie00084a008,False
Industrial & engineering chemistry research,1989,10.1021/ie00090a033,https://doi.org/10.1021/ie00090a033,False
Industrial & engineering chemistry research,1990,10.1021/ie00098a015,https://doi.org/10.1021/ie00098a015,False
Industrial & engineering chemistry research,1991,10.1021/ie00054a045,https://doi.org/10.1021/ie00054a045,False
Industrial & engineering chemistry research,1992,10.1021/ie00001a038,https://doi.org/10.1021/ie00001a038,False
Industrial & engineering chemistry research,1993,10.1021/ie00018a017,https://doi.org/10.1021/ie00018a017,False
Industrial & engineering chemistry research,1994,10.1021/ie00031a006,https://doi.org/10.1021/ie00031a006,False
Industrial & engineering chemistry research,1995,10.1021/ie00046a700,https://doi.org/10.1021/ie00046a700,False
