Name,Year,DOI,DOI-URL,Accessible
The Journal of Organic Chemistry,1936,10.1021/jo01231a011,https://doi.org/10.1021/jo01231a011,False
The Journal of Organic Chemistry,1937,10.1021/jo01235a004,https://doi.org/10.1021/jo01235a004,False
The Journal of Organic Chemistry,1938,10.1021/jo01221a007,https://doi.org/10.1021/jo01221a007,False
The Journal of Organic Chemistry,1939,10.1021/jo01215a015,https://doi.org/10.1021/jo01215a015,False
The Journal of Organic Chemistry,1940,10.1021/jo01212a007,https://doi.org/10.1021/jo01212a007,False
The Journal of Organic Chemistry,1941,10.1021/jo01206a004,https://doi.org/10.1021/jo01206a004,False
The Journal of Organic Chemistry,1942,10.1021/jo01197a005,https://doi.org/10.1021/jo01197a005,False
The Journal of Organic Chemistry,1943,10.1021/jo01190a010,https://doi.org/10.1021/jo01190a010,False
The Journal of Organic Chemistry,1944,10.1021/jo01185a003,https://doi.org/10.1021/jo01185a003,False
The Journal of Organic Chemistry,1945,10.1021/jo01180a013,https://doi.org/10.1021/jo01180a013,False
The Journal of Organic Chemistry,1946,10.1021/jo01172a015,https://doi.org/10.1021/jo01172a015,False
The Journal of Organic Chemistry,1947,10.1021/jo01169a009,https://doi.org/10.1021/jo01169a009,False
The Journal of Organic Chemistry,1948,10.1021/jo01164a004,https://doi.org/10.1021/jo01164a004,False
The Journal of Organic Chemistry,1949,10.1021/jo01158a008,https://doi.org/10.1021/jo01158a008,False
The Journal of Organic Chemistry,1950,10.1021/jo01150a024,https://doi.org/10.1021/jo01150a024,False
The Journal of Organic Chemistry,1951,10.1021/jo50002a020,https://doi.org/10.1021/jo50002a020,False
The Journal of Organic Chemistry,1952,10.1021/jo50007a011,https://doi.org/10.1021/jo50007a011,False
The Journal of Organic Chemistry,1953,10.1021/jo01134a012,https://doi.org/10.1021/jo01134a012,False
The Journal of Organic Chemistry,1954,10.1021/jo01375a006,https://doi.org/10.1021/jo01375a006,False
The Journal of Organic Chemistry,1955,10.1021/jo01364a013,https://doi.org/10.1021/jo01364a013,False
The Journal of Organic Chemistry,1956,10.1021/jo01111a609,https://doi.org/10.1021/jo01111a609,False
The Journal of Organic Chemistry,1957,10.1021/jo01360a011,https://doi.org/10.1021/jo01360a011,False
The Journal of Organic Chemistry,1958,10.1021/jo01097a019,https://doi.org/10.1021/jo01097a019,False
The Journal of Organic Chemistry,1959,10.1021/jo01088a021,https://doi.org/10.1021/jo01088a021,False
The Journal of Organic Chemistry,1960,10.1021/jo01074a007,https://doi.org/10.1021/jo01074a007,False
The Journal of Organic Chemistry,1961,10.1021/jo01070a091,https://doi.org/10.1021/jo01070a091,False
The Journal of Organic Chemistry,1962,10.1021/jo01052a002,https://doi.org/10.1021/jo01052a002,False
The Journal of Organic Chemistry,1963,10.1021/jo01036a002,https://doi.org/10.1021/jo01036a002,False
The Journal of Organic Chemistry,1964,10.1021/jo01034a016,https://doi.org/10.1021/jo01034a016,False
The Journal of Organic Chemistry,1965,10.1021/jo01016a519,https://doi.org/10.1021/jo01016a519,False
The Journal of Organic Chemistry,1966,10.1021/jo01350a542,https://doi.org/10.1021/jo01350a542,False
The Journal of Organic Chemistry,1967,10.1021/jo01286a630,https://doi.org/10.1021/jo01286a630,False
The Journal of Organic Chemistry,1968,10.1021/jo01273a046,https://doi.org/10.1021/jo01273a046,False
The Journal of Organic Chemistry,1969,10.1021/jo01256a079,https://doi.org/10.1021/jo01256a079,False
The Journal of Organic Chemistry,1970,10.1021/jo00826a031,https://doi.org/10.1021/jo00826a031,False
The Journal of Organic Chemistry,1971,10.1021/jo00824a011,https://doi.org/10.1021/jo00824a011,False
The Journal of Organic Chemistry,1972,10.1021/jo00977a034,https://doi.org/10.1021/jo00977a034,False
The Journal of Organic Chemistry,1973,10.1021/jo00961a004,https://doi.org/10.1021/jo00961a004,False
The Journal of Organic Chemistry,1974,10.1021/jo00922a001,https://doi.org/10.1021/jo00922a001,False
The Journal of Organic Chemistry,1975,10.1021/jo00901a012,https://doi.org/10.1021/jo00901a012,False
The Journal of Organic Chemistry,1976,10.1021/jo00886a005,https://doi.org/10.1021/jo00886a005,False
The Journal of Organic Chemistry,1977,10.1021/jo00445a004,https://doi.org/10.1021/jo00445a004,False
The Journal of Organic Chemistry,1978,10.1021/jo00395a013,https://doi.org/10.1021/jo00395a013,False
The Journal of Organic Chemistry,1979,10.1021/jo01325a035,https://doi.org/10.1021/jo01325a035,False
The Journal of Organic Chemistry,1980,10.1021/jo01306a027,https://doi.org/10.1021/jo01306a027,False
The Journal of Organic Chemistry,1981,10.1021/jo00322a007,https://doi.org/10.1021/jo00322a007,False
The Journal of Organic Chemistry,1982,10.1021/jo00346a046,https://doi.org/10.1021/jo00346a046,False
The Journal of Organic Chemistry,1983,10.1021/jo00171a016,https://doi.org/10.1021/jo00171a016,False
The Journal of Organic Chemistry,1984,10.1021/jo00195a013,https://doi.org/10.1021/jo00195a013,False
The Journal of Organic Chemistry,1985,10.1021/jo00206a033,https://doi.org/10.1021/jo00206a033,False
The Journal of Organic Chemistry,1986,10.1021/jo00369a022,https://doi.org/10.1021/jo00369a022,False
The Journal of Organic Chemistry,1987,10.1021/jo00389a054,https://doi.org/10.1021/jo00389a054,False
The Journal of Organic Chemistry,1988,10.1021/jo00245a002,https://doi.org/10.1021/jo00245a002,False
The Journal of Organic Chemistry,1989,10.1021/jo00284a042,https://doi.org/10.1021/jo00284a042,False
The Journal of Organic Chemistry,1990,10.1021/jo00303a028,https://doi.org/10.1021/jo00303a028,False
The Journal of Organic Chemistry,1991,10.1021/jo00017a044,https://doi.org/10.1021/jo00017a044,False
The Journal of Organic Chemistry,1992,10.1021/jo00032a028,https://doi.org/10.1021/jo00032a028,False
The Journal of Organic Chemistry,1993,10.1021/jo00063a001,https://doi.org/10.1021/jo00063a001,False
The Journal of Organic Chemistry,1994,10.1021/jo00103a014,https://doi.org/10.1021/jo00103a014,False
The Journal of Organic Chemistry,1995,10.1021/jo00127a047,https://doi.org/10.1021/jo00127a047,False
