Name,Year,DOI,DOI-URL,Accessible
ACS Medicinal Chemistry Letters,2010,10.1021/ml1000068,https://doi.org/10.1021/ml1000068,False
ACS Medicinal Chemistry Letters,2011,10.1021/ml200125r,https://doi.org/10.1021/ml200125r,False
ACS Medicinal Chemistry Letters,2012,10.1021/ml3003617,https://doi.org/10.1021/ml3003617,False
ACS Medicinal Chemistry Letters,2013,10.1021/ml400419g,https://doi.org/10.1021/ml400419g,False
ACS Medicinal Chemistry Letters,2014,10.1021/ml500082j,https://doi.org/10.1021/ml500082j,False
ACS Medicinal Chemistry Letters,2015,10.1021/acsmedchemlett.5b00321,https://doi.org/10.1021/acsmedchemlett.5b00321,False
ACS Medicinal Chemistry Letters,2016,10.1021/acsmedchemlett.6b00186,https://doi.org/10.1021/acsmedchemlett.6b00186,False
ACS Medicinal Chemistry Letters,2017,10.1021/acsmedchemlett.7b00263,https://doi.org/10.1021/acsmedchemlett.7b00263,False
ACS Medicinal Chemistry Letters,2018,10.1021/acsmedchemlett.7b00501,https://doi.org/10.1021/acsmedchemlett.7b00501,False
ACS Medicinal Chemistry Letters,2019,10.1021/acsmedchemlett.8b00499,https://doi.org/10.1021/acsmedchemlett.8b00499,False
