Name,Year,DOI,DOI-URL,Accessible
Bioconjugate chemistry,1996,none,https://doi.org/none,False
Bioconjugate chemistry,1997,10.1021/bc970007e,https://doi.org/10.1021/bc970007e,False
Bioconjugate chemistry,1998,10.1021/bc970193o,https://doi.org/10.1021/bc970193o,False
Bioconjugate chemistry,1999,10.1021/bc980140m,https://doi.org/10.1021/bc980140m,False
Bioconjugate chemistry,2000,10.1021/bc990128+,https://doi.org/10.1021/bc990128+,False
Bioconjugate chemistry,2001,10.1021/bc000104z,https://doi.org/10.1021/bc000104z,False
Bioconjugate chemistry,2002,10.1021/bc0255081,https://doi.org/10.1021/bc0255081,False
Bioconjugate chemistry,2003,10.1021/bc025626o,https://doi.org/10.1021/bc025626o,False
Bioconjugate chemistry,2004,10.1021/bc0341674,https://doi.org/10.1021/bc0341674,False
Bioconjugate chemistry,2005,10.1021/bc049790i,https://doi.org/10.1021/bc049790i,False
Bioconjugate chemistry,2006,10.1021/bc0600158,https://doi.org/10.1021/bc0600158,False
Bioconjugate chemistry,2007,10.1021/bc060376n,https://doi.org/10.1021/bc060376n,False
Bioconjugate chemistry,2008,10.1021/bc8002327,https://doi.org/10.1021/bc8002327,False
Bioconjugate chemistry,2009,10.1021/bc800460p,https://doi.org/10.1021/bc800460p,False
Bioconjugate chemistry,2010,10.1021/bc900470y,https://doi.org/10.1021/bc900470y,False
Bioconjugate chemistry,2011,10.1021/bc100434d,https://doi.org/10.1021/bc100434d,False
Bioconjugate chemistry,2012,10.1021/bc300407x,https://doi.org/10.1021/bc300407x,False
Bioconjugate chemistry,2013,10.1021/bc400322h,https://doi.org/10.1021/bc400322h,False
Bioconjugate chemistry,2014,10.1021/bc500226j,https://doi.org/10.1021/bc500226j,False
Bioconjugate chemistry,2015,10.1021/acs.bioconjchem.5b00192,https://doi.org/10.1021/acs.bioconjchem.5b00192,False
Bioconjugate chemistry,2016,10.1021/acs.bioconjchem.6b00651,https://doi.org/10.1021/acs.bioconjchem.6b00651,False
Bioconjugate chemistry,2017,10.1021/acs.bioconjchem.7b00801,https://doi.org/10.1021/acs.bioconjchem.7b00801,False
Bioconjugate chemistry,2018,10.1021/acs.bioconjchem.8b00262,https://doi.org/10.1021/acs.bioconjchem.8b00262,False
Bioconjugate chemistry,2019,10.1021/acs.bioconjchem.9b00010,https://doi.org/10.1021/acs.bioconjchem.9b00010,False
