Name,Year,DOI,DOI-URL,Accessible
Biomacromolecules,2000,10.1021/bm990002f,https://doi.org/10.1021/bm990002f,False
Biomacromolecules,2001,10.1021/bm0000900,https://doi.org/10.1021/bm0000900,False
Biomacromolecules,2002,10.1021/bm0255692,https://doi.org/10.1021/bm0255692,False
Biomacromolecules,2003,10.1021/bm034220r,https://doi.org/10.1021/bm034220r,False
Biomacromolecules,2004,10.1021/bm034458f,https://doi.org/10.1021/bm034458f,False
Biomacromolecules,2005,10.1021/bm050146w,https://doi.org/10.1021/bm050146w,False
Biomacromolecules,2006,10.1021/bm050884k,https://doi.org/10.1021/bm050884k,False
Biomacromolecules,2007,10.1021/bm060632z,https://doi.org/10.1021/bm060632z,False
Biomacromolecules,2008,10.1021/bm700843m,https://doi.org/10.1021/bm700843m,False
Biomacromolecules,2009,10.1021/bm901051c,https://doi.org/10.1021/bm901051c,False
Biomacromolecules,2010,10.1021/bm100433c,https://doi.org/10.1021/bm100433c,False
Biomacromolecules,2011,10.1021/bm1012162,https://doi.org/10.1021/bm1012162,False
Biomacromolecules,2012,10.1021/bm201566g,https://doi.org/10.1021/bm201566g,False
Biomacromolecules,2013,10.1021/bm401215w,https://doi.org/10.1021/bm401215w,False
Biomacromolecules,2014,10.1021/bm500464b,https://doi.org/10.1021/bm500464b,False
Biomacromolecules,2015,10.1021/acs.biomac.5b00777,https://doi.org/10.1021/acs.biomac.5b00777,False
Biomacromolecules,2016,10.1021/acs.biomac.6b01195,https://doi.org/10.1021/acs.biomac.6b01195,False
Biomacromolecules,2017,10.1021/acs.biomac.7b00408,https://doi.org/10.1021/acs.biomac.7b00408,False
Biomacromolecules,2018,10.1021/acs.biomac.8b01480,https://doi.org/10.1021/acs.biomac.8b01480,False
Biomacromolecules,2019,10.1021/acs.biomac.8b01576,https://doi.org/10.1021/acs.biomac.8b01576,False
