Name,Year,DOI,DOI-URL,Accessible
Langmuir,1996,none,https://doi.org/none,False
Langmuir,1997,10.1021/la970136j,https://doi.org/10.1021/la970136j,False
Langmuir,1998,10.1021/la9707080,https://doi.org/10.1021/la9707080,False
Langmuir,1999,10.1021/la990155o,https://doi.org/10.1021/la990155o,False
Langmuir,2000,10.1021/la9905214,https://doi.org/10.1021/la9905214,False
Langmuir,2001,10.1021/la010629v,https://doi.org/10.1021/la010629v,False
Langmuir,2002,10.1021/la011519r,https://doi.org/10.1021/la011519r,False
Langmuir,2003,10.1021/la0207825,https://doi.org/10.1021/la0207825,False
Langmuir,2004,10.1021/la0359373,https://doi.org/10.1021/la0359373,False
Langmuir,2005,10.1021/la050767a,https://doi.org/10.1021/la050767a,False
Langmuir,2006,10.1021/la0614177,https://doi.org/10.1021/la0614177,False
Langmuir,2007,10.1021/la701232n,https://doi.org/10.1021/la701232n,False
Langmuir,2008,10.1021/la8000575,https://doi.org/10.1021/la8000575,False
Langmuir,2009,10.1021/la900739v,https://doi.org/10.1021/la900739v,False
Langmuir,2010,10.1021/la100558x,https://doi.org/10.1021/la100558x,False
Langmuir,2011,10.1021/la2004535,https://doi.org/10.1021/la2004535,False
Langmuir,2012,10.1021/la204201w,https://doi.org/10.1021/la204201w,False
Langmuir,2013,10.1021/la4021349,https://doi.org/10.1021/la4021349,False
Langmuir,2014,10.1021/la501645w,https://doi.org/10.1021/la501645w,False
Langmuir,2015,10.1021/acs.langmuir.5b02344,https://doi.org/10.1021/acs.langmuir.5b02344,False
Langmuir,2016,10.1021/acs.langmuir.6b00923,https://doi.org/10.1021/acs.langmuir.6b00923,False
Langmuir,2017,10.1021/acs.langmuir.7b00311,https://doi.org/10.1021/acs.langmuir.7b00311,False
Langmuir,2018,10.1021/acs.langmuir.8b00336,https://doi.org/10.1021/acs.langmuir.8b00336,False
Langmuir,2019,10.1021/lav035i006_1255984,https://doi.org/10.1021/lav035i006_1255984,False
