Name,Year,DOI,DOI-URL,Accessible
Macromolecules,1996,10.1021/ma960579e,https://doi.org/10.1021/ma960579e,False
Macromolecules,1997,10.1021/ma961602z,https://doi.org/10.1021/ma961602z,False
Macromolecules,1998,10.1021/ma980346i,https://doi.org/10.1021/ma980346i,False
Macromolecules,1999,10.1021/ma990771r,https://doi.org/10.1021/ma990771r,False
Macromolecules,2000,10.1021/ma000085o,https://doi.org/10.1021/ma000085o,False
Macromolecules,2001,10.1021/ma001682d,https://doi.org/10.1021/ma001682d,False
Macromolecules,2002,10.1021/ma011178o,https://doi.org/10.1021/ma011178o,False
Macromolecules,2003,10.1021/ma021452u,https://doi.org/10.1021/ma021452u,False
Macromolecules,2004,10.1021/ma049706u,https://doi.org/10.1021/ma049706u,False
Macromolecules,2005,10.1021/ma0503209,https://doi.org/10.1021/ma0503209,False
Macromolecules,2006,10.1021/ma0607362,https://doi.org/10.1021/ma0607362,False
Macromolecules,2007,10.1021/ma0623439,https://doi.org/10.1021/ma0623439,False
Macromolecules,2008,10.1021/ma7021502,https://doi.org/10.1021/ma7021502,False
Macromolecules,2009,10.1021/ma802786z,https://doi.org/10.1021/ma802786z,False
Macromolecules,2010,10.1021/ma9022313,https://doi.org/10.1021/ma9022313,False
Macromolecules,2011,10.1021/ma2007706,https://doi.org/10.1021/ma2007706,False
Macromolecules,2012,10.1021/ma300019a,https://doi.org/10.1021/ma300019a,False
Macromolecules,2013,10.1021/ma401889k,https://doi.org/10.1021/ma401889k,False
Macromolecules,2014,10.1021/ma501257x,https://doi.org/10.1021/ma501257x,False
Macromolecules,2015,10.1021/ma502417w,https://doi.org/10.1021/ma502417w,False
Macromolecules,2016,10.1021/acs.macromol.6b01297,https://doi.org/10.1021/acs.macromol.6b01297,False
Macromolecules,2017,10.1021/acs.macromol.6b02339,https://doi.org/10.1021/acs.macromol.6b02339,False
Macromolecules,2018,10.1021/acs.macromol.7b02590,https://doi.org/10.1021/acs.macromol.7b02590,False
Macromolecules,2019,10.1021/acs.macromol.8b01923,https://doi.org/10.1021/acs.macromol.8b01923,False
