Name,Year,DOI,DOI-URL,Accessible
Analytical chemistry,1996,10.1021/ac9604797,https://doi.org/10.1021/ac9604797,False
Analytical chemistry,1997,10.1021/ac961211i,https://doi.org/10.1021/ac961211i,False
Analytical chemistry,1998,10.1021/ac9819887,https://doi.org/10.1021/ac9819887,False
Analytical chemistry,1999,10.1021/ac991042c,https://doi.org/10.1021/ac991042c,False
Analytical chemistry,2000,10.1021/ac991428n,https://doi.org/10.1021/ac991428n,False
Analytical chemistry,2001,10.1021/ac0104936,https://doi.org/10.1021/ac0104936,False
Analytical chemistry,2002,10.1021/ac022031d,https://doi.org/10.1021/ac022031d,False
Analytical chemistry,2003,10.1021/ac020658q,https://doi.org/10.1021/ac020658q,False
Analytical chemistry,2004,10.1021/ac034396j,https://doi.org/10.1021/ac034396j,False
Analytical chemistry,2005,10.1021/ac0486948,https://doi.org/10.1021/ac0486948,False
Analytical chemistry,2006,10.1021/ac051816r,https://doi.org/10.1021/ac051816r,False
Analytical chemistry,2007,10.1021/ac071243d,https://doi.org/10.1021/ac071243d,False
Analytical chemistry,2008,10.1021/ac801614r,https://doi.org/10.1021/ac801614r,False
Analytical chemistry,2009,10.1021/ac8027189,https://doi.org/10.1021/ac8027189,False
Analytical chemistry,2010,10.1021/ac101654f,https://doi.org/10.1021/ac101654f,False
Analytical chemistry,2011,10.1021/ac201137q,https://doi.org/10.1021/ac201137q,False
Analytical chemistry,2012,10.1021/ac3023873,https://doi.org/10.1021/ac3023873,False
Analytical chemistry,2013,10.1021/ac3034757,https://doi.org/10.1021/ac3034757,False
Analytical chemistry,2014,10.1021/ac403860c,https://doi.org/10.1021/ac403860c,False
Analytical chemistry,2015,10.1021/acs.analchem.5b00355,https://doi.org/10.1021/acs.analchem.5b00355,False
Analytical chemistry,2016,10.1021/acs.analchem.6b04461,https://doi.org/10.1021/acs.analchem.6b04461,False
Analytical chemistry,2017,10.1021/acs.analchem.7b04166,https://doi.org/10.1021/acs.analchem.7b04166,False
Analytical chemistry,2018,10.1021/acs.analchem.7b04352,https://doi.org/10.1021/acs.analchem.7b04352,False
Analytical chemistry,2019,10.1021/acs.analchem.8b03294,https://doi.org/10.1021/acs.analchem.8b03294,False
