Name,Year,DOI,DOI-URL,Accessible
Molecular pharmaceutics,2004,10.1021/mp049916t,https://doi.org/10.1021/mp049916t,False
Molecular pharmaceutics,2005,10.1021/mp0580807,https://doi.org/10.1021/mp0580807,False
Molecular pharmaceutics,2006,10.1021/mp060022d,https://doi.org/10.1021/mp060022d,False
Molecular pharmaceutics,2007,10.1021/mp060135x,https://doi.org/10.1021/mp060135x,False
Molecular pharmaceutics,2008,10.1021/mp800008c,https://doi.org/10.1021/mp800008c,False
Molecular pharmaceutics,2009,10.1021/mp900151k,https://doi.org/10.1021/mp900151k,False
Molecular pharmaceutics,2010,10.1021/mp900213u,https://doi.org/10.1021/mp900213u,False
Molecular pharmaceutics,2011,10.1021/mp200278s,https://doi.org/10.1021/mp200278s,False
Molecular pharmaceutics,2012,10.1021/mp200347q,https://doi.org/10.1021/mp200347q,False
Molecular pharmaceutics,2013,10.1021/mp400311j,https://doi.org/10.1021/mp400311j,False
Molecular pharmaceutics,2014,10.1021/mp500516j,https://doi.org/10.1021/mp500516j,False
Molecular pharmaceutics,2015,10.1021/mp500867g,https://doi.org/10.1021/mp500867g,False
Molecular pharmaceutics,2016,10.1021/acs.molpharmaceut.6b00147,https://doi.org/10.1021/acs.molpharmaceut.6b00147,False
Molecular pharmaceutics,2017,10.1021/acs.molpharmaceut.6b01109,https://doi.org/10.1021/acs.molpharmaceut.6b01109,False
Molecular pharmaceutics,2018,10.1021/acs.molpharmaceut.8b00935,https://doi.org/10.1021/acs.molpharmaceut.8b00935,False
Molecular pharmaceutics,2019,10.1021/acs.molpharmaceut.8b00809,https://doi.org/10.1021/acs.molpharmaceut.8b00809,False
