Name,Year,DOI,DOI-URL,Accessible
Industrial & engineering chemistry research,1996,none,https://doi.org/none,False
Industrial & engineering chemistry research,1997,10.1021/ie970499e,https://doi.org/10.1021/ie970499e,False
Industrial & engineering chemistry research,1998,10.1021/ie9802111,https://doi.org/10.1021/ie9802111,False
Industrial & engineering chemistry research,1999,10.1021/ie980636n,https://doi.org/10.1021/ie980636n,False
Industrial & engineering chemistry research,2000,10.1021/ie0000919,https://doi.org/10.1021/ie0000919,False
Industrial & engineering chemistry research,2001,10.1021/ie990905p,https://doi.org/10.1021/ie990905p,False
Industrial & engineering chemistry research,2002,10.1021/ie010302p,https://doi.org/10.1021/ie010302p,False
Industrial & engineering chemistry research,2003,10.1021/ie020598e,https://doi.org/10.1021/ie020598e,False
Industrial & engineering chemistry research,2004,10.1021/ie034182s,https://doi.org/10.1021/ie034182s,False
Industrial & engineering chemistry research,2005,10.1021/ie0491950,https://doi.org/10.1021/ie0491950,False
Industrial & engineering chemistry research,2006,10.1021/ie0601652,https://doi.org/10.1021/ie0601652,False
Industrial & engineering chemistry research,2007,10.1021/ie060823i,https://doi.org/10.1021/ie060823i,False
Industrial & engineering chemistry research,2008,10.1021/ie800460f,https://doi.org/10.1021/ie800460f,False
Industrial & engineering chemistry research,2009,10.1021/ie8019517,https://doi.org/10.1021/ie8019517,False
Industrial & engineering chemistry research,2010,10.1021/ie9018947,https://doi.org/10.1021/ie9018947,False
Industrial & engineering chemistry research,2011,10.1021/ie201775y,https://doi.org/10.1021/ie201775y,False
Industrial & engineering chemistry research,2012,10.1021/ie300830h,https://doi.org/10.1021/ie300830h,False
Industrial & engineering chemistry research,2013,10.1021/ie401367q,https://doi.org/10.1021/ie401367q,False
Industrial & engineering chemistry research,2014,10.1021/ie5024063,https://doi.org/10.1021/ie5024063,False
Industrial & engineering chemistry research,2015,10.1021/ie504438z,https://doi.org/10.1021/ie504438z,False
Industrial & engineering chemistry research,2016,10.1021/acs.iecr.6b02947,https://doi.org/10.1021/acs.iecr.6b02947,False
Industrial & engineering chemistry research,2017,10.1021/iev056i011_929994,https://doi.org/10.1021/iev056i011_929994,False
Industrial & engineering chemistry research,2018,10.1021/acs.iecr.8b00369,https://doi.org/10.1021/acs.iecr.8b00369,False
Industrial & engineering chemistry research,2019,10.1021/acs.iecr.8b05103,https://doi.org/10.1021/acs.iecr.8b05103,False
